Gene,Condition,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
Gene_369,Target,5.415359116,7.88142066,7.362035081,6.270142718,5.571309833,7.692404334,6.094208408,6.701107744,7.788320445,6.116390314,3.675796506,6.932665506,4.477240192,6.792342983,4.533802185,5.427162211,5.52318376,3.82282975,4.262861307,6.866404077
Gene_370,Target,4.976323911,6.060548842,3.360486734,5.93308721,4.697067377,4.824007172,4.462769974,4.927345282,5.191757993,3.266748476,7.198381327,8.451812412,7.878067854,8.104269352,7.701086611,9.218244752,8.001980886,7.920666339,8.690112473,10.29623098
Gene_371,Target,7.544651833,8.159620446,6.174279769,7.073748025,6.506783955,7.894698324,7.144196263,7.641986692,9.68177485,6.342080795,5.553268655,3.971085489,4.269209295,6.106920293,4.916771631,5.352993617,4.283666028,4.869913508,4.012242959,5.593445687
Gene_372,Target,4.084727176,4.680715984,4.568652143,5.155201187,4.597055199,3.704866747,5.280099149,5.762910501,6.670498005,3.547194837,9.425076945,6.975908827,7.813194523,6.788935126,9.528558681,8.139642526,7.957286765,8.436839943,10.85613089,7.343525975
Gene_373,Target,7.447833088,7.097079934,7.170982123,8.115034254,7.202854316,6.921210625,7.315623451,6.286253444,8.87501507,8.859751989,4.203474826,3.111720754,6.951696325,5.492345015,3.593430575,4.189135525,3.970462673,5.131430796,4.724658626,6.374795004
Gene_374,Target,6.8616425,5.909581324,4.978775545,6.117669117,4.252387526,4.350301499,5.024421099,4.814492549,4.224680256,5.371213748,7.375056601,9.134238417,7.648700533,7.639069951,7.936096785,9.361921841,8.611074872,8.364213066,9.025078757,6.915735056
Gene_375,Target,8.146731936,7.00875398,5.556496124,6.411842123,6.634349698,8.519637824,5.002560915,6.65308664,6.035111167,7.269592443,5.018188891,6.055591864,5.991049482,5.71267006,6.795644723,3.918313254,4.507466225,5.964597393,4.416936138,3.75075949
Gene_376,Target,5.350002521,5.814441709,4.483333873,2.307735597,3.903045359,3.744524925,4.362789222,4.609083848,5.994421972,3.576980337,7.388990662,7.261183256,9.429071641,6.508415304,6.454271591,9.039556251,8.034147361,7.417507547,7.278632256,5.415104486
Gene_377,Target,7.271229173,6.858007049,8.103917312,6.523904341,8.009049507,7.252455785,7.741050016,5.204025853,7.991712732,7.782987739,6.313551863,4.944238403,3.915163284,4.858025315,5.754743335,5.881568482,6.329657901,4.933636099,6.578598071,4.211586669
Gene_378,Target,2.320562988,5.228813526,4.964522791,3.69596748,5.13788634,3.763903215,4.164569047,6.399264773,1.941877254,5.319838091,7.543144362,7.377843071,8.130613556,7.517299822,7.46606533,6.612627987,9.599223915,8.905379742,6.731418687,7.686378901
Gene_379,Target,7.659389492,6.436614096,7.044867265,7.117080937,8.630563696,6.215008133,7.766974275,6.40657875,6.72351539,6.95020847,5.312162857,5.106990675,4.518577817,4.987290131,5.253134522,5.418049833,3.658382606,4.779126921,6.801593357,4.43178164
Gene_380,Target,5.052001235,5.995726287,3.780079393,3.680771528,6.170187522,5.62830327,3.895110856,6.477724739,6.007954749,6.749528328,6.790383225,9.041710401,8.098161616,6.087383354,7.154606403,8.738740741,8.767169444,6.525444458,8.012681825,6.13594776
Gene_381,Target,7.885298129,7.492430265,8.747074009,6.738000714,7.499754579,6.311101231,6.017420032,7.980700496,7.92331648,7.330687285,5.456662528,5.31694184,5.409146927,5.189341797,3.680590613,2.99878999,3.68184795,6.246548956,3.880217086,5.600113097
Gene_382,Target,5.798221759,5.183880788,5.323802973,5.650494425,6.582979542,4.998046876,4.691178213,4.376877315,5.938155892,5.102679059,9.087980075,6.648800004,7.544218966,7.749164376,8.505347104,8.654022287,7.78463769,8.226742328,6.842660892,10.03280028
Gene_383,Target,6.741379452,6.901819877,6.646838746,6.006894565,7.86892315,5.183615741,6.681152218,7.124840804,5.531008044,8.068508602,4.517820172,5.659615452,3.182364212,4.721416878,5.067735255,3.64930923,5.919474362,5.272527744,4.905383805,5.178303767
Gene_384,Target,4.946089552,5.670286243,5.182138332,6.53861132,4.583447438,5.874317166,5.14098364,7.161787266,5.027619235,5.128342863,7.647397746,5.913122011,6.026134488,7.86396332,8.092192659,7.309736437,8.615681633,9.361825953,9.713136222,5.820449231
Gene_385,Target,7.809847801,7.946646649,7.692901377,8.127856883,6.852602753,6.712047294,8.019327862,6.323382866,7.892826208,6.19831407,4.41282193,4.300584747,5.882787587,4.940111713,5.538141731,7.376043853,4.005892099,6.327189647,5.623759648,5.015415591
Gene_386,Target,3.81877901,7.845465087,3.341425285,4.235308456,6.125919572,3.446130724,5.440201233,3.433427522,5.453151162,7.176712169,8.198312729,8.481207672,8.726532426,7.204101971,7.039581655,7.468715056,8.356689095,6.927781407,7.924252004,8.799591208
Gene_387,Target,6.451929117,6.943187573,7.174738995,5.388890489,6.834198753,5.79507626,6.745825201,7.506151268,7.626969022,6.110564672,3.796147492,6.777207603,3.081540762,3.890132158,4.675158342,4.927280412,4.37090074,3.646654494,4.906086905,3.715677077
Gene_388,Target,4.502073404,5.422550256,6.030189527,6.101094957,5.91003105,4.724553809,3.244014561,3.438135664,5.685282413,2.713590582,8.741670512,8.020067179,9.914139939,7.989346742,5.856379238,8.824360431,9.094384729,7.589766094,7.705008275,8.403941636
Gene_389,Target,7.255442313,6.985650371,7.055254182,8.983125042,8.098606166,9.047588847,6.595717539,6.588320696,6.689731914,7.721283781,6.783504702,5.422692644,4.6820553,5.308252633,4.66417608,4.809408008,4.030627975,5.142579505,4.580100782,3.983710031
Gene_390,Target,5.011629702,5.48130654,4.841976821,4.746798173,4.764487036,5.988125742,5.725062252,4.973662045,4.0915253,5.051933512,6.731603404,9.097144625,8.369836103,9.487926769,9.091276744,8.4591722,7.534990437,7.882527012,6.808947633,7.800438191
Gene_391,Target,8.163263082,7.167895893,7.161522013,6.565755335,8.324752382,7.526762962,6.149652156,7.288478102,8.107590125,6.739559716,5.040226059,4.652742838,6.285717992,5.118741645,7.629511793,3.022754202,4.954076222,5.890516152,4.742268165,7.06684468
Gene_392,Target,4.988867391,3.965709297,4.560278669,4.773973526,5.10643426,5.161425258,6.488765908,4.313973516,4.5376466,4.98910447,6.846946966,8.208131774,8.282311616,6.799190556,6.752592389,7.930708999,7.32008295,8.721209208,7.435674669,7.921379
Gene_393,Target,7.442190926,6.229395596,7.921097222,7.305361357,9.255690275,6.683172311,5.028703484,8.171932072,7.009805043,8.605414292,4.033605901,7.638964502,6.416328914,4.796930243,6.115785115,4.92155842,6.987320562,4.404176253,5.170049646,3.967973991
Gene_394,Target,4.909345361,4.095685263,6.738197878,4.677086368,4.402253921,6.124924103,3.268671901,6.055083844,4.288749229,5.191068319,6.66214845,8.620408978,8.967863289,8.347548477,7.335395331,8.591885837,7.770312655,8.183266969,7.56518729,10.43541244
Gene_395,Target,5.238011665,7.632020847,8.911655129,6.154459595,5.293316092,5.780548088,7.112423812,8.417070107,7.679758267,7.165223729,3.988380022,4.247254941,5.068049178,5.067991283,4.844588964,3.15399242,5.251690545,4.766442652,3.415962987,3.262010232
Gene_396,Target,5.164524857,4.098549615,3.168853772,4.903035984,5.492363455,6.029039057,4.007306442,4.965248505,6.129816784,3.511068714,9.142089994,9.82319151,7.262127051,7.864714008,4.154679831,6.017114993,9.301895607,5.08943571,8.097940174,6.922039514
Gene_397,Target,6.766787337,6.381410774,6.808957034,6.850964666,7.434647601,6.705087076,8.10082003,5.94586602,6.950189868,4.89833835,5.489213701,5.147604745,5.793815389,3.606432422,4.456783631,3.790803124,4.920982936,4.176706156,4.698639572,6.116271338
Gene_398,Target,6.844682592,3.068691958,3.642500916,6.175286632,5.076643323,4.010576367,5.69544653,3.836368155,4.85535642,5.369378558,8.791188769,8.677205298,8.547186204,8.409495753,8.971320391,7.648478892,6.908809242,8.412061925,8.373357963,8.989545651
Gene_399,Target,5.996736809,7.351394219,6.55135515,7.654969138,8.139799871,7.846193972,5.978495159,6.129958726,6.388032696,7.439968524,4.288034449,5.210288247,6.109985656,5.543333818,6.248291761,5.088268756,5.263862871,4.016949959,5.630907022,3.263220575
Gene_400,Target,3.644542431,5.364015462,4.080051331,5.372360055,3.703424498,5.026587862,3.308365612,5.474113525,3.240834373,5.266805874,8.010417616,8.93238966,10.37206471,6.206698144,7.638513537,7.338589954,7.31887022,6.710630329,8.484367093,8.223443277
Gene_401,Target,7.511000395,8.807992778,5.29738504,7.287448759,6.730885845,6.620475279,6.305618456,6.806457276,7.936893992,6.1779289,4.689753419,5.421160321,5.452656407,6.748381565,4.699938464,4.823467282,3.217976227,6.312015475,5.730840343,5.992333739
Gene_402,Target,4.000499946,6.523707891,4.306490823,6.508263411,4.960918266,5.577906574,5.147944853,4.157525747,4.839196415,4.470175208,6.979217036,7.858033876,7.112827108,7.981210554,8.183730179,8.717668906,7.150010768,8.674089942,8.004654314,7.639848224
Gene_403,Target,8.117841896,7.247223611,6.211449453,5.732120772,7.341368107,6.241987799,8.808070112,7.544792717,4.26332554,5.977450322,3.754215318,3.983358085,3.351960525,5.521126785,5.37694753,5.425304011,6.123422043,4.964648024,6.438506423,3.872038395
Gene_404,Target,4.31459247,4.222073477,4.622105383,4.096082377,5.643147752,4.871891224,6.110946939,3.473959374,3.468609132,4.320833136,7.126626861,6.479015774,8.392481087,8.669879082,9.318415045,8.512022708,8.431390969,9.304155235,7.610864109,8.127641274
Gene_405,Target,7.289348446,9.372742632,7.430066354,6.214512322,7.467127984,5.85397703,5.884872864,8.210667688,5.827126058,5.433433201,4.529769606,4.367313705,5.313250365,4.760162223,7.646451212,6.333401586,3.005071587,5.319367398,4.588682195,5.775514909
Gene_406,Target,3.983848145,4.480016749,5.070588314,5.409643632,3.345183274,4.607375972,2.959866362,5.540665455,4.334678811,6.380520055,9.181858276,7.218289681,8.352178111,9.170222768,8.462579686,6.889722363,6.025478064,8.245201816,7.281076038,9.372843917
Gene_407,Target,6.179381589,7.65045765,7.936317357,7.796136863,5.311932516,5.526958617,6.507200655,8.042227503,8.242340243,8.85785707,4.07065808,4.346793063,4.975588317,6.246794354,3.086220579,3.777168535,6.749074406,5.783972727,2.864418352,6.073111914
Gene_408,Target,5.385901336,4.30101666,4.994312135,5.635905657,5.352563571,5.795669551,6.536952174,5.390112547,3.519365681,5.061579493,5.624249968,7.757332877,7.200934443,7.074513627,7.384733125,11.84776771,7.000301285,7.088313465,7.618919904,7.616002533
Gene_409,Target,10.3978941,6.973928831,6.850160376,6.531650299,8.125796626,6.787980413,7.470018887,7.108873465,5.438574779,6.188736713,5.0011489,6.203108421,5.311693057,5.130598427,4.194836536,5.926087654,5.947016993,4.678202031,5.772423271,4.758389497
Gene_410,Target,5.212770975,5.825594765,5.563049477,4.247632308,5.378199933,4.474875513,4.809448682,4.097881304,4.975939817,5.872396667,7.687538287,8.720717449,7.897171199,8.55902203,6.445801621,8.70992263,7.348404248,7.561918945,8.259304141,8.491537137
Gene_411,Target,6.504768376,5.968124641,6.306173752,5.733245871,8.123201743,7.380869991,6.987809824,5.964386801,7.85968674,7.189992648,3.274124411,4.61233431,4.681198764,4.675697408,5.030053185,5.392321619,6.19563142,4.886423283,4.369941144,3.812500867
Gene_412,Target,5.335647263,4.572465627,5.611498769,4.129598453,4.704949201,3.742155094,5.554534201,4.79558849,7.795222923,4.562366891,7.18724824,9.963029004,9.928461786,9.534180476,8.319943999,8.735767556,8.926872559,9.127242674,7.33453038,7.209063111
Gene_413,Target,8.087666822,5.826696216,7.388893388,6.265484112,9.04772367,7.97461242,7.527679634,7.196198182,6.190563693,6.521816444,5.098271931,5.222763552,5.326388086,2.398731374,5.353843678,5.585547589,6.102462692,6.56442852,5.877081387,6.014623924
Gene_414,Target,4.57789308,4.453291537,4.135005509,6.633886605,2.95433163,5.256732445,5.039981869,5.443885008,5.840796391,3.638777617,8.79911024,8.401890919,7.935448912,7.548064923,8.391651714,7.245772015,8.399849486,8.008736715,6.343712743,9.733567829
Gene_415,Target,9.091334833,8.063940062,6.586578157,6.410955064,8.089766764,7.940431459,8.096697372,6.732538292,8.150525148,8.7841481,5.166830062,5.185652492,5.035448368,3.821193298,3.841709493,4.415860996,5.463172011,5.262791068,6.218395196,4.109165107
Gene_416,Target,4.890740187,4.52649294,5.199502452,5.627385562,6.691962545,6.66343831,6.852964898,5.622595126,6.803367531,3.894131041,8.148182559,9.44975399,7.706137333,8.47603732,8.762420008,7.788664972,9.251920971,8.54369471,7.210325902,9.178561965
Gene_417,Target,5.767285944,7.942811995,6.197829454,7.609075511,7.442054013,8.17505009,7.417437657,7.848560686,6.287778692,6.908511676,6.057867119,4.159255556,3.979900943,4.838777908,4.87838035,5.002278765,7.317917822,3.496591884,4.082042926,4.176591173
Gene_418,Target,6.446637103,6.250177393,4.066538378,3.93190311,4.669124777,3.005975974,5.492572299,4.922336949,3.283102029,4.762085875,7.954923254,8.836517109,7.945341831,7.287102458,7.358757246,9.351891903,7.696774724,8.298306521,8.406006127,8.44406692
Gene_419,Target,5.498240133,7.687200526,8.187639194,9.055285114,5.682508261,5.857312214,7.440787497,6.493472656,8.251162511,5.487386098,5.371930405,5.3866328,5.884497799,5.902945421,5.112032033,3.344887627,5.330135708,5.37842195,3.15234988,6.124006555
Gene_420,Target,5.108392059,3.883601576,5.273219845,5.956232893,5.583652185,4.594656938,7.360562367,4.813433878,5.332457885,5.47748098,8.945988558,8.846452117,7.980745028,7.86791258,6.920168869,8.416384552,8.713577035,7.57904356,8.853102288,8.062376912
Gene_421,Target,7.524348667,6.257915852,8.071473269,5.709631547,9.09818317,6.821460872,5.595320903,5.955531732,4.999327711,6.795765397,5.189138778,4.356225464,4.830975899,3.697716354,6.017187091,4.833916274,5.285401741,7.122174191,5.976021051,3.812750374
Gene_422,Target,6.124719748,3.330961119,7.869327531,6.475108249,3.44044618,4.15928661,6.552129936,3.839850087,7.399464491,6.325608518,8.835960815,7.547588253,9.672205102,8.181666022,9.082300695,7.425660568,8.813003478,7.027594988,7.463995941,7.81970638
Gene_423,Target,8.202556548,7.182634521,6.547074695,5.954966743,6.262730588,7.314212128,7.358336547,6.714991038,6.327628152,4.928307102,5.378109772,4.627454174,4.95451354,4.862393957,2.954333022,4.911865164,6.803258132,6.849422785,3.497936427,5.030516731
Gene_424,Target,2.920707654,4.408208403,6.737658027,5.832202374,4.656770215,4.604710711,4.918134664,3.816878096,5.100254609,4.158784444,6.645391085,7.17574739,9.045489051,6.946933567,7.042532776,5.675501083,8.542003826,8.087273967,7.613098194,8.907217981
Gene_425,Target,7.020467229,7.57510842,6.579470487,6.36526667,8.102782846,7.833467456,7.913793954,7.416442024,6.877763519,6.131292649,6.978567944,5.154337035,4.656033001,6.770409941,6.686404175,4.33388609,4.997406007,4.713999721,5.956645018,4.686947448
Gene_426,Target,5.272647072,5.041452123,4.995118148,4.023780771,5.144050084,5.456619219,5.037749934,4.629026355,5.56514853,5.121622643,8.832894636,6.976190061,9.947171223,6.955845918,7.508665071,8.750693303,8.389697614,6.513593824,7.368978117,8.727124612
Gene_427,Target,9.149449998,8.712917458,8.954157995,8.141655266,7.485864527,6.721890092,7.673627712,6.386279843,4.996844136,8.212281013,4.483830059,5.726821603,3.274696972,1.532509859,4.886633777,3.552828055,4.630755264,5.339561339,4.463830981,5.030225685
Gene_428,Target,4.275056924,3.902760481,4.763102741,6.012892986,3.89844117,5.875086861,4.456638714,3.674807425,5.634937003,5.730203038,9.166521543,8.592739363,7.957055354,9.521016712,7.562636951,7.914789437,7.669698646,8.74557049,7.624881021,8.651792945
Gene_429,Target,5.565255787,6.220842366,7.293401899,7.193904036,6.300898297,8.391548865,7.819058634,7.08619442,7.295126009,6.732485647,6.217317078,5.370593705,2.999279058,5.031763939,4.950419137,3.982785725,4.63083289,6.715967126,7.535347076,6.089658414
Gene_430,Target,4.555488451,5.992464847,5.70082536,6.757615058,4.350313813,5.886951944,7.619141869,2.898255928,5.877830613,6.322032814,8.4887949,8.574214543,7.245536731,7.264501162,6.974869034,6.280737636,8.432840582,8.110807156,7.970512917,8.157066618
Gene_431,Target,6.586181875,8.770020614,7.357371337,6.979261574,5.940294658,6.018093717,6.250385915,7.469876169,7.916287002,6.434045752,4.15934465,4.269508224,3.915873678,5.109629255,6.22445816,2.393592629,4.920963702,6.311011434,4.211515232,4.892145493
Gene_432,Target,5.79452444,5.365478048,5.330255939,2.713172653,4.588907465,4.811483117,6.060456523,5.318694624,5.757946719,5.854643428,6.550524993,8.54179518,8.507768765,6.710160631,5.912705959,8.244182501,8.457002597,7.308221728,9.024626078,6.632027385
Gene_433,Target,8.936858254,7.615346707,8.490205791,7.816269095,7.345065689,7.392554734,8.285923624,8.115040942,7.251925859,9.051565362,3.946770853,3.69664342,7.458964619,4.206586247,6.591349438,5.821518198,4.570725102,5.014296049,4.597560599,5.098645686
Gene_434,Target,4.504109548,3.925794738,5.687729052,4.706054907,4.813888064,4.651083515,5.346742382,4.0201596,5.331478561,4.481296357,7.773195135,7.506346657,8.058654477,8.440206588,7.13726316,7.429010104,7.87095508,6.402534681,7.879732347,9.652091485
Gene_435,Target,6.637989139,6.96079726,5.899337227,6.66705164,7.517466253,7.785979288,7.158796933,6.765816367,5.823793044,6.986661486,5.309625732,4.621372003,5.947117145,5.230409386,4.04648261,4.634919144,4.368308354,3.732541684,3.867164117,4.648801498
Gene_436,Target,4.256750072,5.148720204,3.090516659,3.634693021,6.371685186,4.641780252,5.258302524,5.799707422,4.928017852,6.229318319,8.81746692,10.04529432,8.898615111,9.930382494,8.032118932,6.841879928,9.074195201,7.694016733,8.482288586,9.743484583
Gene_437,Target,7.799182255,5.501559326,8.509705734,7.73717822,6.8972382,6.32878802,6.962238992,5.705367946,4.760122935,6.219535743,4.964886741,3.773248435,2.764006736,5.587619017,4.219500147,5.046105091,2.591389178,5.796288197,4.083765414,6.203691502
Gene_438,Target,5.066000585,5.212331593,5.297255896,4.893665352,5.650562036,6.913763177,5.309818644,4.871249632,4.787848024,3.806850601,8.175368676,6.590783366,6.907130262,9.414379895,6.465305289,10.13113878,8.701720792,9.76498442,8.452689408,7.812011256
Gene_439,Target,8.689590518,7.020237223,6.579190579,6.419974808,6.454382635,7.449052047,7.394750837,7.064418678,5.174529819,5.88300351,2.735147379,3.779863115,6.848893911,6.521978102,4.274842366,6.247696424,4.862914114,4.819600281,6.053276354,4.870738914
Gene_440,Target,6.208684962,5.293306257,4.017290873,5.406421077,4.963321842,4.484032549,4.793319856,5.009532607,5.627762719,5.071197968,8.208829396,6.725319218,7.81235436,7.893105583,7.639735588,7.596677931,8.010376485,8.002282517,8.475466711,9.439143429
Gene_441,Target,6.780681006,6.734346352,9.110952537,6.590986213,6.445535696,7.511536774,6.86196755,7.480892354,7.773434425,9.796152215,6.229679811,5.942775549,5.306774235,4.602147379,5.050307889,3.968863955,5.812694714,5.631402326,6.28522672,3.999067013
Gene_442,Target,4.738547104,4.026135773,4.789400603,5.212110553,5.830355877,5.299609422,4.380232548,4.910663573,4.038660357,5.407181059,8.570586542,6.74778828,8.765068339,8.934933178,8.651893794,8.878122463,7.057367387,7.107116928,9.325724393,8.728269589
Gene_443,Target,6.694646462,7.598440212,8.811892441,7.18812036,6.596325811,6.418635774,5.848259525,7.205331496,7.510267827,7.172067784,5.352617725,4.848742216,5.470636539,4.171996464,4.778161953,4.960640335,6.322345167,2.940593233,7.273225521,4.299579337
Gene_444,Target,6.079259842,4.734787777,4.713347755,4.869914083,2.562489322,7.876657902,5.257868822,5.670083155,4.405556221,4.277483191,9.353726763,8.790071969,9.118222953,7.684637106,6.664823822,7.39246162,9.663542657,6.430237771,9.769138082,7.509481465
Gene_445,Target,5.43268705,5.862747412,7.349809592,6.713343354,4.408878889,6.631903427,8.57093734,6.657445675,8.550089797,6.31659061,5.740074239,4.652431088,5.907751994,3.151101717,5.203634054,6.356851691,4.155535611,6.657012603,4.595406059,4.437987585
Gene_446,Target,3.890582113,5.568638958,3.893457355,3.587062779,4.746741962,3.257178331,4.112804374,6.94979547,5.047122023,5.856957888,6.37805583,5.823860455,8.959564457,8.098007395,9.621634863,9.043555716,5.778005753,9.202888861,6.981825011,7.912536217
Gene_447,Target,7.26047584,6.31742365,6.232985863,7.011749215,7.269816245,5.402747979,8.772087507,8.346947914,6.66931676,5.307627229,6.02480928,7.01791891,3.882480998,5.162385596,3.54348428,4.500100819,5.62848351,3.55042608,3.903361778,4.647021502
Gene_448,Target,4.457416656,5.017931874,4.883161705,3.036427811,3.720251989,5.146858364,5.46803673,6.44942319,5.586975203,4.975688715,8.605870896,6.901613287,5.714844375,7.755942768,7.706051365,7.178657303,5.755424696,6.634111805,9.492242206,6.884586752
Gene_449,Target,6.977645442,6.659027,8.686485383,7.144071119,9.02723076,8.045045495,5.452459559,7.108306582,7.458109488,6.36845059,4.614220538,5.027631412,3.072125683,2.860173242,4.281215321,5.436311667,6.128801222,2.574599152,4.783668538,4.087322696
Gene_450,Target,4.405422634,5.990943121,7.014391676,4.669817544,5.048553452,3.25025481,7.754170777,4.968569727,5.710693889,5.461404423,6.740639647,8.163848023,6.683617458,8.099485408,8.30924901,7.029872539,6.625038799,8.060568799,8.100214276,8.106552807
Gene_451,Target,8.931575941,6.383525348,6.437432521,6.010036875,9.731227596,6.278333783,8.333504921,5.779991943,8.401776296,7.332223377,4.181526026,5.307817189,6.133650634,5.932778906,5.22410131,4.58219,3.349668664,4.020612094,3.892174625,5.610910499
Gene_452,Target,4.572200992,5.493082448,5.770204909,5.885916485,6.837701513,4.597640734,4.680242716,4.311282793,6.32108027,4.57617149,7.943256064,7.394280793,7.743484481,8.301264289,7.061376713,8.942810451,6.827839351,8.851867379,7.317116035,7.090134839
Gene_453,Target,8.155199009,6.98725876,7.214527565,8.414120609,7.772212683,6.918151905,6.049185387,7.264128902,6.625218541,7.830167607,3.876296987,4.312203657,7.855632196,6.337880814,3.933907354,4.491348524,4.888689941,4.252609445,5.879551969,5.249805641
Gene_454,Target,6.588803224,4.891964062,5.891097377,5.343356829,3.585632321,3.600095607,5.08003461,3.226975854,4.067224067,5.678924943,8.687114384,7.542229422,8.050773163,6.827292934,7.892780192,8.899814675,9.268479078,6.740106139,7.645883986,7.850786053
Gene_455,Target,7.158081631,5.736002853,7.161404045,7.514728687,8.597460077,5.852816328,7.564562675,6.684300662,5.299034473,8.96713696,3.988090441,4.311202397,4.695196983,5.300662682,5.128612707,3.483257215,4.267355967,5.636778584,4.093396665,5.215868419
Gene_456,Target,5.103450083,5.933628624,5.621857441,5.356581965,6.024141046,5.32775342,4.176765747,4.657896174,4.318552631,4.246450511,9.205022494,9.004290782,8.356034726,8.00580875,7.988516003,7.486593768,8.488364731,6.640783867,6.834743186,8.664101102
Gene_457,Target,6.168336242,7.770413799,7.094614288,7.227042416,6.784986204,6.517530166,8.696098972,6.611521401,9.456698833,7.247744508,5.041951102,5.574445533,5.731720465,3.405905786,4.873205358,5.194248563,3.712572761,3.878963737,4.429094424,5.537980772
Gene_458,Target,4.522229781,4.087500872,3.507434925,3.225502899,5.714266468,5.796783614,3.711858939,3.952980282,5.073098171,7.036066148,9.760303119,7.643464571,7.263179667,9.848882286,9.490318682,6.352711186,6.825230427,8.728057429,7.838225053,5.430046259
Gene_459,Target,7.12074103,8.600177487,7.024864191,7.892058478,6.141868283,6.898189584,7.948457343,6.853515998,6.935263246,7.18300968,3.989363623,4.178493142,4.56208963,4.020544221,6.142474272,4.122091359,4.883960709,6.353866291,4.568761715,4.274378229
Gene_460,Target,5.216502339,5.029393565,5.200306197,4.058615377,4.316619485,5.601540968,2.35859663,6.21885322,5.27919998,3.487211376,6.099680098,7.06496474,9.078514752,8.374128475,7.738022632,8.229025131,9.256564597,7.88627141,7.800183043,7.654141659
Gene_461,Target,6.795851915,5.028524252,6.846309891,9.297633478,6.866059245,7.656093014,6.633213663,8.495106845,7.70070932,6.92025849,4.650322249,4.544888917,4.195868628,5.545881874,5.238412058,6.086512707,4.426385162,3.480982537,3.038883734,2.580633064
Gene_462,Target,5.755967696,4.989391759,5.696751904,5.886306853,4.380822109,6.632443368,7.065526074,5.157661881,4.763041034,5.606351452,8.899038534,9.331799379,8.728032355,7.876129519,8.357267792,7.599776552,7.076100004,6.522447507,6.576124513,7.603117292
Gene_463,Target,7.539525417,7.989925279,7.130465957,6.760067124,5.205801333,6.753693786,6.125638572,5.676057082,5.906139261,6.580930177,4.639561872,6.153804199,7.211257976,5.482191064,4.887044947,6.768789228,5.575524643,5.243161805,6.215881315,3.418753065
Gene_464,Target,5.3983354,4.997746953,5.920243201,4.177984878,4.437467861,6.050229266,5.349847555,4.221194305,4.156942869,4.231185106,8.321711652,8.760301035,6.719233457,8.620576863,8.398092156,8.23052328,8.202769274,7.367455221,5.933976082,7.336589391
Gene_465,Target,5.55571489,7.066141612,5.247432902,7.236079844,9.338680803,8.177156306,7.994975849,6.790737288,6.332826676,5.574890234,5.614564611,5.772773855,5.840243055,4.35200073,4.631198214,3.510382253,4.977540102,4.072761719,3.613479575,3.840829244
Gene_466,Target,4.876569003,5.218780171,5.871948836,3.039801913,6.545862396,4.09710954,5.334972188,5.984026281,4.131758344,4.046707781,8.217359613,6.802520586,7.592034959,7.044490063,8.27100802,8.712934617,9.061804251,7.683804842,7.911975904,7.920315008
Gene_467,Target,6.949805124,6.790965747,6.2380231,7.189614562,6.399872765,6.96577876,6.912113336,5.729085813,8.158023539,7.190795641,4.641112731,5.511902703,3.940927771,6.881446116,5.503534537,4.711575425,6.13200073,5.167702417,4.412311156,3.597858058
Gene_468,Target,4.959243226,5.620809224,5.326506448,3.60311211,5.419340099,4.445631766,5.00923235,6.247220795,5.334538948,5.528365893,7.169128509,8.223612482,6.545874035,8.858150933,7.239098889,6.789508958,7.140536997,8.650458345,8.185347793,5.956189581
Gene_469,Target,4.823888605,6.60375153,6.112493204,7.041660916,6.452449005,6.566240471,7.286616165,7.654957323,6.590287895,7.463385582,3.179259031,4.260836576,5.28035543,4.62444421,5.632932449,3.848973297,5.789033888,5.782209893,5.17912619,4.931848957
Gene_470,Target,5.89087287,4.777242521,5.289666792,3.872484875,4.311487632,5.386096528,4.404986491,4.6777988,6.083999999,5.170635437,8.504957384,9.014072242,7.741915647,7.683550974,9.041471041,6.303170885,8.376149181,8.105297364,9.583489439,7.821692454
Gene_471,Target,7.202332217,5.724143909,6.654722062,5.897580726,7.595435703,7.08211826,6.664136217,7.260736286,8.36236309,6.337928131,5.524255375,5.0321333,3.939274519,3.393434537,6.258532444,6.543662986,6.22649316,4.018252968,4.636501233,6.939738211
Gene_472,Target,5.753133344,5.659715381,6.833385639,3.872260243,4.520531679,4.470039574,4.583588533,3.910702028,5.093027458,4.796627483,7.070536446,9.853104855,8.061186691,5.597754999,7.677096621,5.437116386,7.75746514,8.376843998,7.446140153,7.966351455
Gene_473,Target,7.33320412,6.61531621,8.378276973,8.87925888,7.813175288,7.965959015,9.337044622,6.867116645,7.174188373,5.445569442,4.93689951,4.46217146,4.859054594,5.125883201,4.866790389,4.71537363,2.5186335,6.217714842,5.630501716,3.199375539
Gene_474,Target,5.0326423,6.434108881,6.780309005,7.464981185,4.444993644,5.952152257,6.415171186,4.231794803,5.583194804,5.304565031,9.28051955,8.256226138,7.753577565,8.486042212,6.934385808,8.663381024,7.636483399,8.455079667,8.230298395,8.281376331
Gene_475,Target,6.276203407,6.89128337,6.564278783,7.598600133,9.016109441,7.563476732,5.783816675,5.830429619,7.025749073,8.001570061,6.417468325,3.892294244,5.104173314,5.13018964,4.889527848,3.759991226,5.625270307,3.087006387,5.688532605,3.420639173
Gene_476,Target,4.662137944,4.852867851,4.326364566,4.431372224,5.470856492,6.301336719,5.036709129,4.40510518,4.334711705,5.716171021,7.536275855,6.452559706,8.043929124,8.910228113,8.46140541,9.709690048,10.46837769,8.624965396,7.821077589,9.269887611
