"Gene","Condition","Control_1","Control_2","Control_3","Control_4","Treatment_1","Treatment_2","Treatment_3","Treatment_4"
"miR-0827","Target",19.8506906035845,21.3873345891718,19.6686787955453,19.6119393299523,28.1610470755101,30.1642341312817,30.6189059741673,29.7654062956036
"miR-0828","Target",29.4166880894003,30.3603320770105,28.8036572566991,30.3147243901713,21.0123873950144,19.8355929951619,19.6117084762906,19.6508530608618
"miR-0829","Target",20.4859236680628,18.7270514957868,19.1576487525459,18.5067823620835,29.7330770918703,29.9621978716055,30.086093967394,29.8320862161346
"miR-0830","Target",28.1707291088278,28.7229562635853,29.7040801632248,30.2758060499168,20.1879647442971,18.9512851785377,21.0216775013178,20.0453630999515
"miR-0831","Target",19.6507704391009,20.2686635242145,20.8527895392348,20.6020549647828,29.6040446383648,28.8189309768693,30.8629339713313,28.9548547275771
"miR-0832","Target",29.3135521497119,31.1454106139212,29.4728389606313,29.7442154584784,20.4730754989005,21.3351698132162,19.0158559249553,20.74318312643
"miR-0833","Target",19.9713549389137,21.4210886902201,20.9605989196029,19.9535883941561,29.2452597583619,28.7017105702522,28.9900519933211,29.5577446433769
"miR-0834","Target",28.7924339399934,29.8565516745594,29.4642579039045,31.9780656121356,21.0997463398831,20.5082795063493,19.441507644247,22.0168539528419
"miR-0835","Target",19.7213251633805,19.9631362803037,18.069774621508,21.0945662557389,29.9452281933008,28.984473700509,29.9922713345115,31.077272892617
"miR-0836","Target",30.0816606719446,30.3034002634535,31.0597934807303,29.0830723541847,19.7507179221858,20.6903090809395,18.604868650273,21.1972609655723
"miR-0837","Target",18.9221318164501,20.2687257236919,20.1773040504534,19.4057037300001,30.216361275812,29.8077606385683,30.8939445066945,28.6547554332304
"miR-0838","Target",31.2976918387872,29.7471711334778,29.2582189936842,28.9370507573303,21.079915639238,18.4614243283756,20.1379651776331,19.4038303151399
"miR-0839","Target",19.2314868017737,19.8392514013415,20.0587806858327,19.63097460754,29.2523252429206,30.7290493010527,30.6611186099181,31.6488193608194
"miR-0840","Target",29.0112535901191,28.9918754797798,29.1847942513625,28.8526352773708,21.9841319371688,17.4904571054214,18.5881956549416,19.2406660313912
"miR-0841","Target",19.7603658368693,19.8520549893395,21.0148114849664,21.2807926944147,28.9584589299017,30.2250964596421,28.3119959896832,30.8915205811791
"miR-0842","Target",29.1257128342299,30.444844019072,29.0050361367138,30.0168928821138,19.9925754193179,18.9272313613394,20.3796127054224,23.2759082989689
"miR-0843","Target",20.0203573007437,19.5837805962845,19.4848131722673,19.6394985286135,30.1688067379634,29.1282479185184,31.5216377437231,30.6023843534541
"miR-0844","Target",30.923412639155,31.3836576010601,28.9106538332096,29.0630776908734,20.3285280600715,19.5201059716979,20.5111605724343,19.9302391912794
"miR-0845","Target",20.7059400847468,18.3929284195486,20.7027523353043,18.1544676138346,29.981667636122,30.4704998737691,29.2051434264336,31.5006998999036
"miR-0846","Target",30.2181274416592,28.3902414002762,31.5619411814293,30.3105914882565,19.7238342979098,20.7249997085763,18.7497845723978,20.0016706241027
"miR-0847","Target",20.2831324713257,17.0787039845147,19.5899112140667,19.3093805035014,30.3555272676479,31.1131933547824,30.1476561169172,29.1978334989314
"miR-0848","Target",29.9232115499626,28.9897717666724,28.9914972435319,27.4965934907826,19.7390328916005,20.5877950641992,20.2714455847256,18.9514185116167
"miR-0849","Target",19.5315526225728,21.1306922500537,20.7393369661685,20.5394979823441,29.6788358771584,29.9472984470763,28.8857519488947,30.0389199961692
"miR-0850","Target",30.4045753440642,30.0548111938749,30.2146502115099,27.5953511535128,20.2864570046284,19.6727308213532,18.7384788667185,19.6985641399015
"miR-0851","Target",20.1899505521752,19.0445639831661,20.0213242036089,18.8211658271535,28.91832470305,31.814146099357,30.7740554771591,28.4206750245519
"miR-0852","Target",29.7623510924454,30.131156276312,29.6925335432347,31.0952089417745,22.2587915561499,19.4209843940698,20.844733113515,21.1182915951115
"miR-0853","Target",20.4061520759372,20.4703489956015,21.2261804572096,20.1209337455385,28.0217356707448,30.4472485753837,28.7122342742107,29.3878282532926
"miR-0854","Target",29.7604817264869,27.8778878995432,29.8164049609493,30.8871069771574,19.3771927114884,18.5135085716391,19.6980682320386,19.4265346962708
"miR-0855","Target",20.3108736219234,19.3784392956692,19.2987366576059,20.3576909604127,30.4958450577915,31.1450050070927,31.0653919949124,29.3444266251481
"miR-0856","Target",30.9055959021844,28.6752615293929,30.160043407644,28.0127380270935,20.40470432337,18.9265713262231,19.9261852330076,20.274033057318
"miR-0857","Target",18.5001299411017,20.8978052207426,21.0964873824296,20.2773612766639,28.7648245089596,28.515323165176,28.4964735168149,29.5536774967478
"miR-0858","Target",29.8932584175364,30.3531237648533,30.795710991268,29.4815181228058,21.1010914678319,19.6302319141294,18.4992432120011,20.7134897878054
"miR-0859","Target",20.5569793811751,20.1179511650769,20.4911990978912,21.4301033138926,29.6698887737314,31.0100014121647,29.449142678393,31.3848165112121
"miR-0860","Target",29.8344025038542,29.7671956566056,30.6202384003259,30.6072845233955,21.4410649166178,20.4699829171677,21.0078264999656,20.6840118015299
"miR-0861","Target",19.5200256851779,21.2672885385901,19.0317714892734,21.0213647735295,29.1048330041641,30.9789386352503,29.8880037490425,30.0350952708732
"miR-0862","Target",31.9314386274796,29.2397828573819,31.0474505933379,29.3208428211978,20.0249343251747,19.8766362809246,21.9414022598024,21.27219462839
"miR-0863","Target",20.0753769010382,20.1342742283211,20.0817148837835,18.6216846618653,28.3159291179531,29.8128536717525,29.7947219645618,29.2735145931673
"miR-0864","Target",29.1076825558285,29.9473389687789,31.783782000482,29.64899293016,21.1273350100928,19.753610888117,20.3095174119978,22.1738783669625
"miR-0865","Target",20.2949416649487,19.3516013820715,18.2934703779157,19.486911807698,30.9978672714218,29.5345939052222,30.8153565449713,29.7595963451685
"miR-0866","Target",28.5975486763865,28.1039035492346,28.9897644699722,30.0074153535987,19.5032343127879,19.2127362651848,20.0896406270484,18.90719555594
"miR-0867","Target",20.9685427791606,19.4021254765874,19.8258516499846,19.09637870762,30.5475580108969,30.3747918489318,29.5550636360951,28.0306520157023
"miR-0868","Target",30.1599586575242,30.4258280840134,30.4909560256702,31.0494802263222,19.1802025668196,19.2616185293002,18.7208493164981,20.8575476751785
"miR-0869","Target",19.5404189069553,19.2022572107035,19.9538457661876,19.8090242513049,29.3646641269329,31.9664449009035,29.2594917938828,31.141400047416
"miR-0870","Target",30.6000305389788,31.8163642581863,30.109872279131,30.0090280666884,19.3838116429896,18.7981929997155,19.6983569551401,19.4068712391788
"miR-0871","Target",19.4840067084269,20.3728357826449,19.5528300002997,16.5862119946011,29.7910021218122,30.1882376188482,29.9293282772915,30.2010111503672
"miR-0872","Target",29.5496549289177,30.9523721854224,29.6610602645393,29.5412565323933,20.9247425155419,21.1927865579607,19.5810921748999,19.8733611192485
"miR-0873","Target",19.2898386449836,20.1298677239497,21.7434920737384,20.8762371016463,30.645640766251,30.4666230550068,29.788392553717,28.3340221184858
"miR-0874","Target",30.7490304352619,30.1448852610631,29.4812168290351,31.311281607596,20.8456135794771,21.2099605114015,20.7474280214119,19.2378674449224
"miR-0875","Target",19.7450455491606,18.0895543784485,19.7987918535871,18.2220442162416,30.1122293815848,30.1543544231766,29.3817127586088,29.9767534840064
"miR-0876","Target",28.381963297023,30.3791811522334,31.9022504805064,30.6018742669474,21.7323497004047,19.85313044662,19.7271317585724,21.1474896119506
"miR-0877","Target",20.5053996700624,20.8010374749874,19.8647387084376,19.9523696746741,30.2501026804495,30.0435543649321,30.7914456488307,29.6320518177092
"miR-0878","Target",29.079814563011,31.4795855372078,29.2621437948078,30.2883442729673,18.139190149986,19.3562980763597,22.42138011445,20.0914724162508
"miR-0879","Target",20.8164411126016,20.5431431823346,18.5802928192028,20.859360465377,28.9783079337602,30.712890392058,28.7943857499345,29.9684407958832
"miR-0880","Target",30.5302650252448,29.6739151687003,29.8552746508837,30.5729530534928,20.7202238261379,21.5178881249789,22.8247187643465,19.8872615701609
"miR-0881","Target",21.3294611801376,20.6926591145562,20.0699438598691,19.9471621557547,29.0033984098557,30.9910339422024,31.0370413556789,29.4980464119364
"miR-0882","Target",28.7987487780049,30.0302883523966,31.1170633792865,31.740678509543,19.4434684587881,19.8798181697065,21.7132325796157,19.5970387533004
"miR-0883","Target",18.9897219634051,20.3487976831747,22.3777278169575,19.2478366901353,29.5269143487906,29.896112488765,30.0590779960325,29.6111501411972
"miR-0884","Target",30.4783601048662,29.3439101895306,29.8653485279175,30.6759576955575,20.1319100368772,20.689808756238,18.6093559060108,19.169766715923
"miR-0885","Target",19.8451980692256,18.4255373338804,20.1905491217366,20.9215286652648,29.868740478115,28.3596034231124,29.7520826986188,28.6999083924344
"miR-0886","Target",29.7346642430392,28.5992079704842,27.9572969151185,30.8517786882705,20.2597311506081,18.8357922890718,18.5879406321456,18.7716968015698
"miR-0887","Target",19.4631357619729,21.2014053155918,20.3795417470425,19.0425976423505,30.9777914164618,28.6087149622009,31.6774060528781,29.7495179813997
"miR-0888","Target",31.432383825398,28.9832163761888,29.9695697180379,29.4896043623828,20.3408719560547,19.0296653347297,18.7752076330688,19.0502998860941
"miR-0889","Target",21.7658881550297,20.2401609113053,21.0285767102378,19.2377385121258,29.8886396136477,29.9079174273719,29.7243261554772,29.8613114078083
"miR-0890","Target",30.2958463825333,29.2075899822419,30.7702839638,31.7952032108663,19.9395509108445,20.519887436771,20.2104733312044,19.9631603362358
"miR-0891","Target",20.4479060578545,19.9426557726101,19.1305653888497,19.9110898477814,31.2169674488973,30.5699332068547,30.3953798912226,29.8861565468147
"miR-0892","Target",30.5529059061095,27.9704399340506,29.9313053023083,28.5023281587622,19.5945443053919,18.5997086469203,21.2675081536385,19.311288140062
"miR-0893","Target",19.5113476995081,21.2353094070142,20.8132502453389,19.6574316432097,27.9801666137643,30.8370101909464,29.6266521260444,29.2940863170346
"miR-0894","Target",29.4607503350541,28.8805155157362,28.5811111668229,28.9877473509619,21.0831385336737,18.9546997264764,19.6761352664394,20.5244381857563
"miR-0895","Target",20.445657890351,18.0509903022112,21.4617238772972,20.1779406801941,30.9996959195467,29.0627077528233,29.5517699595462,29.7310660776824
"miR-0896","Target",30.6521350570332,28.778910377049,29.5208220871518,30.6251648793336,21.0942044956127,19.094721337657,21.4121139533236,19.867391218472
"miR-0897","Target",19.8075504253137,20.6732530543331,20.8761635682961,19.2416535028597,30.8645797719025,29.0510366006994,30.8385684112693,29.4695844649418
"miR-0898","Target",29.2130914513963,31.0590187990244,30.4702780621869,28.7820251435198,20.8702295914253,19.7325736413807,20.5684290385666,20.4571458191412
"miR-0899","Target",19.0300400582221,19.885174961014,19.9765527256386,19.5658553008257,28.0056659978676,29.4923325303713,30.4902765657268,30.966104734909
"miR-0900","Target",31.1451530202481,30.7137696657494,29.798321174226,29.6542488166398,19.4192393631656,20.9387662163629,19.3965295051606,20.2035136883687
"miR-0901","Target",20.9282330052386,20.3590904622407,20.1867573380515,19.5801545602552,28.8340197321415,29.7232621741606,29.1437421673019,30.1394243053727
"miR-0902","Target",30.0315245529374,29.6634786624391,30.5799360734367,31.454622533391,20.0555095428649,20.541030164477,18.973899417659,19.8999971728912
"miR-0903","Target",20.0309730324518,20.458411654341,20.3845934755922,20.1739525903124,30.3914919582937,29.1134751064765,30.1909320857961,28.3724118377609
"miR-0904","Target",30.9100263534206,30.6840472172637,29.9504800163918,31.6879330020471,19.4517654755942,21.2723510171363,20.7011401195436,22.1896502124532
"miR-0905","Target",21.2690303711533,20.7614649996709,20.5827570400997,20.5339858357166,30.8635107902075,30.7633241509051,31.2003746225405,29.8596085818578
"miR-0906","Target",31.7700780657183,29.9743492693358,28.6942058982246,31.2751972948483,18.5774866894138,20.0383256998884,19.1516101086498,21.3075690205194
"miR-0907","Target",20.6652231650744,19.3172933942364,21.0661026843766,20.2179269099123,30.6978002215206,30.9116374799505,29.4928651031595,30.2673852006866
"miR-0908","Target",27.4730797482296,29.6487771671639,30.8463354757112,31.0188484749903,20.5945458304819,20.2468567974473,20.7485867719136,19.0720516553134
"miR-0909","Target",19.3255605993434,19.0874654855499,20.3518927654016,20.0627806044708,30.3939170445583,30.3909015741113,31.1612759193152,31.7419789766229
"miR-0910","Target",28.6908653351134,30.4347574536964,29.3919071989169,31.4107782536618,20.6993577508803,21.191611912622,18.7637043443744,20.0823008277315
"miR-0911","Target",21.6128446352279,19.1345652420804,19.0048102335979,19.8566000620037,29.3317273984709,30.8332279854177,29.5778683134091,29.7913493255236
"miR-0912","Target",28.651134569671,30.353948999695,30.674246073527,28.7163157131917,21.4495845350957,19.0712931673327,20.4557635941828,20.173655478839
"miR-0913","Target",19.1255797669622,19.4478106998187,20.9489998579575,19.9341051880558,29.83754732038,30.9286168312471,30.3807012916369,29.7637805463317
"miR-0914","Target",30.1905612428697,28.668063030457,30.2609002042029,32.1906750596699,19.776449260852,19.4417718266627,21.3748590309662,20.8344798497089
"miR-0915","Target",21.4182577847876,20.5924030213213,20.4096707066753,20.6888559280323,29.1441084644539,30.2691243011915,30.4403118918299,31.8666015285045
"miR-0916","Target",30.8571320903154,31.6366827702832,30.0586833054416,29.1587138138581,19.1858446861436,18.7110073137403,18.2037601806077,19.6228462033916
"miR-0917","Target",19.5191504275491,21.4171762093951,18.3738057253938,20.1589571648878,29.5720319020888,30.6572594243292,30.7729363781529,29.1601997426738
"miR-0918","Target",29.8300397825164,29.7840460657569,28.9478227185746,30.1177628363976,19.6353335768064,19.3502990359744,18.9824213150764,20.0581763553086
"miR-0919","Target",20.078832730126,19.3558598697029,21.5999209963291,18.8390162481933,29.8106843022365,29.2727221582255,30.8560307106831,31.1157633161313
"miR-0920","Target",27.5387956371995,29.4197762667213,28.0965732995504,31.8366909242525,20.1392660471948,20.4388406871844,20.0166670363461,18.4431039677596
"miR-0921","Target",18.4153591161189,20.8814206597152,20.3620350809192,19.2701427182088,28.5713098326163,30.6924043343397,29.0942084079171,29.7011077441714
"miR-0922","Target",30.7883204445466,29.1163903140697,28.6757965061636,31.9326655060734,19.4772401923648,21.7923429828238,19.5338021850457,20.4271622109573
"miR-0923","Target",20.5231837598218,18.8228297497998,19.2628613074783,21.8664040766009,29.9763239109747,31.0605488420062,28.3604867337118,30.9330872104945
"miR-0924","Target",29.6970673770279,29.8240071719642,29.4627699735564,29.9273452816718,20.1917579928081,18.2667484756744,19.1983813269954,20.4518124121763
"miR-0925","Target",19.878067853887,20.1042693519714,19.7010866106935,21.2182447518516,30.001980885597,29.9206663388247,30.6901124726973,32.2962309777856
"miR-0926","Target",30.5446518325704,31.1596204455611,29.1742797693005,30.0737480248595,19.5067839549412,20.8946983235218,20.1441962629667,20.6419866922062
"miR-0927","Target",22.6817748498775,19.3420807946294,20.5532686550087,18.9710854889573,29.2692092948303,31.1069202933616,29.9167716312204,30.352993616845
"miR-0928","Target",29.2836660278832,29.869913507539,29.012242959339,30.5934456868267,19.0847271764795,19.6807159837416,19.568652143075,20.1552011867934
"miR-0929","Target",19.5970551985386,18.7048667466024,20.2800991486602,20.762910501227,31.6704980054091,28.5471948367042,31.4250769453697,28.9759088269689
"miR-0930","Target",29.8131945231337,28.7889351258326,31.5285586813688,30.1396425263384,19.9572867650385,20.4368399433933,22.8561308878325,19.3435259747026
"miR-0931","Target",20.4478330878226,20.0970799341271,20.1709821226303,21.1150342538867,30.2028543155011,29.9212106252551,30.3156234513632,29.2862534436308
"miR-0932","Target",31.8750150701652,31.8597519888007,29.2034748260146,28.111720754207,21.9516963247929,20.4923450149243,18.5934305751362,19.1891355253898
"miR-0933","Target",18.970462673268,20.131430796048,19.7246586256998,21.374795003503,31.8616424995302,30.9095813242222,29.978775544866,31.1176691166372
"miR-0934","Target",29.2523875258164,29.3503014990007,30.0244210991546,29.8144925486617,19.2246802560981,20.3712137477817,19.3750566009587,21.1342384167641
"miR-0935","Target",19.6487005326983,19.639069951123,19.9360967849649,21.3619218406644,30.6110748722023,30.3642130663632,31.0250787574698,28.9157350555233
"miR-0936","Target",31.1467319362773,30.0087539801445,28.5564961244961,29.4118421229058,19.634349697795,21.5196378237056,18.0025609148201,19.6530866395452
"miR-0937","Target",19.0351111674235,20.2695924433346,20.018188890558,21.0555918641683,30.9910494819398,30.7126700603796,31.7956447227624,28.9183132542764
"miR-0938","Target",29.5074662245311,30.9645973930052,29.4169361376232,28.7507594898868,20.3500025210642,20.8144417092895,19.4833338731758,17.3077355970397
"miR-0939","Target",18.9030453593189,18.7445249247622,19.3627892223103,19.6090838480727,30.9944219720464,28.5769803367108,29.3889906623421,29.2611832560335
"miR-0940","Target",31.4290716406028,28.50841530408,28.45427159059,31.0395562511871,20.0341473607128,19.4175075470507,19.2786322560858,17.4151044855635
"miR-0941","Target",20.2712291732557,19.8580070486921,21.10391731155,19.5239043414812,31.0090495074194,30.2524557851208,30.7410500158801,28.2040258525679
"miR-0942","Target",30.9917127323216,30.7829877388186,31.3135518627133,29.9442384032378,18.9151632842356,19.858025314567,20.7547433351395,20.8815684818519
"miR-0943","Target",21.329657901059,19.9336360988229,21.5785980712976,19.2115866687158,27.3205629876231,30.228813525819,29.9645227908783,28.6959674798428
"miR-0944","Target",30.1378863403895,28.7639032151667,29.1645690468818,31.3992647734231,16.9418772536166,20.3198380913736,19.5431443619909,19.3778430709321
"miR-0945","Target",20.13061355564,19.5172998224325,19.4660653297338,18.6126279871426,31.5992239152869,30.9053797419403,28.7314186867606,29.6863789005093
"miR-0946","Target",30.6593894920063,29.4366140961653,30.0448672654869,30.1170809366156,21.63056369553,19.2150081332297,20.7669742747733,19.4065787496754
"miR-0947","Target",19.7235153901104,19.9502084697592,20.3121628565917,20.106990675094,29.5185778171124,29.9872901311406,30.2531345218167,30.4180498333861
"miR-0948","Target",28.6583826055469,29.7791269205324,31.8015933570942,29.4317816398548,20.0520012348942,20.995726287018,18.7800793931262,18.6807715281715
"miR-0949","Target",21.1701875221276,20.6283032696334,18.8951108561722,21.4777247388289,31.0079547485183,31.7495283281769,28.7903832252142,31.0417104010879
"miR-0950","Target",30.0981616161181,28.0873833536281,29.1546064032309,30.7387407406004,20.7671694441735,18.5254444581127,20.0126818245993,18.1359477600379
"miR-0951","Target",20.8852981289728,20.4924302648451,21.7470740086808,19.7380007144164,30.4997545787129,29.3111012312992,29.0174200315273,30.9807004960466
"miR-0952","Target",30.9233164796629,30.3306872852672,30.4566625275581,30.3169418401794,20.4091469265303,20.1893417970376,18.6805906128019,17.9987899904597
"miR-0953","Target",18.6818479502849,21.2465489558355,18.8802170864533,20.6001130971566,30.7982217590961,30.1838807876632,30.3238029725769,30.6504944245413
"miR-0954","Target",31.5829795423746,29.9980468763455,29.6911782129725,29.3768773154441,20.93815589213,20.1026790594118,21.0879800751667,18.6488000044914
"miR-0955","Target",19.5442189663899,19.7491643756571,20.5053471039709,20.6540222867915,29.7846376896297,30.2267423281341,28.8426608924191,32.0328002789572
"miR-0956","Target",29.7413794520462,29.9018198768912,29.6468387458673,29.0068945654882,20.8689231496029,18.1836157408607,19.6811522178221,20.1248408039914
"miR-0957","Target",18.5310080438198,21.0685086021633,19.5178201719436,20.659615451933,28.1823642121634,29.7214168784624,30.0677352549954,28.6493092298516
"miR-0958","Target",30.9194743624334,30.2725277443497,29.905383805458,30.1783037665699,19.9460895518298,20.6702862431767,20.1821383323515,21.5386113195846
"miR-0959","Target",19.5834474376693,20.8743171660673,20.140983639856,22.161787266476,30.0276192348577,30.12834286333,29.6473977455919,27.9131220105935
"miR-0960","Target",28.0261344882446,29.8639633196503,30.0921926590069,29.3097364369532,20.6156816325506,21.3618259528436,21.7131362218841,17.8204492314206
"miR-0961","Target",20.8098478012106,20.9466466493549,20.692901377496,21.1278568825767,29.8526027530476,29.7120472938817,31.0193278616868,29.3233828662245
"miR-0962","Target",30.8928262076199,29.1983140703064,29.4128219304297,29.3005847473371,20.882787586876,19.9401117133356,20.5381417312526,22.3760438531962
"miR-0963","Target",19.0058920985667,21.3271896472968,20.62375964791,20.0154155914311,28.8187790097226,32.8454650865605,28.3414252846021,29.2353084562377
"miR-0964","Target",31.1259195722694,28.4461307244381,30.4402012325225,28.4334275224315,20.4531511621404,22.1767121688916,20.1983127294077,20.4812076719622
"miR-0965","Target",20.726532426018,19.2041019710975,19.0395816554478,19.4687150562538,30.3566890951814,28.9277814067401,29.9242520040315,30.799591208319
"miR-0966","Target",29.4519291170382,29.9431875732871,30.1747389953822,28.3888904892822,19.8341987530406,18.7950762601427,19.7458252010096,20.5061512676785
"miR-0967","Target",20.6269690219096,19.1105646722063,18.796147491644,21.7772076031168,28.0815407618401,28.8901321584472,29.6751583420003,29.9272804119647
"miR-0968","Target",29.3709007401305,28.6466544937403,29.9060869050592,28.7156770770956,19.5020734043074,20.42255025626,21.0301895270286,21.1010949574248
"miR-0969","Target",20.9100310500714,19.7245538091399,18.2440145612637,18.4381356639228,30.6852824133608,27.7135905821975,30.7416705117008,30.0200671792401
"miR-0970","Target",31.9141399393256,29.9893467422117,27.8563792377741,30.8243604312733,21.0943847293062,19.5897660943337,19.7050082753885,20.4039416359004
"miR-0971","Target",20.2554423128127,19.9856503712933,20.0552541815015,21.9831250423056,31.0986061656419,32.0475888467885,29.595717538826,29.5883206960726
"miR-0972","Target",29.6897319138005,30.7212837813842,31.7835047020546,30.4226926436505,19.682055300058,20.3082526333852,19.6641760798077,19.8094080076858
"miR-0973","Target",19.0306279746244,20.1425795052613,19.5801007818078,18.9837100306681,30.0116297015642,30.481306540201,29.841976820896,29.7467981727102
"miR-0974","Target",29.7644870358974,30.9881257415883,30.7250622515277,29.973662044848,19.0915253000764,20.05193351226,18.7316034036508,21.0971446254729
"miR-0975","Target",20.3698361028249,21.4879267689279,21.0912767444417,20.4591721999706,29.5349904369019,29.8825270124057,28.8089476329693,29.800438191342
"miR-0976","Target",31.163263081601,30.167895893067,30.161522012874,29.5657553351928,21.324752381568,20.5267629616544,19.1496521556158,20.2884781020059
"miR-0977","Target",21.1075901250464,19.739559716108,20.0402260588108,19.6527428378128,31.2857179915121,30.1187416448332,32.6295117931616,28.0227542017538
"miR-0978","Target",29.9540762224775,30.8905161516354,29.7422681650589,32.0668446797805,19.9888673912753,18.9657092967228,19.5602786689864,19.7739735261271
"miR-0979","Target",20.1064342597005,20.1614252582008,21.4887659083237,19.313973516428,29.5376466000064,29.9891044702948,28.8469469663457,30.2081317735235
"miR-0980","Target",30.2823116158259,28.7991905555785,28.7525923886649,29.9307089987516,19.3200829503032,20.7212092084816,19.4356746685569,19.9213789996593
"miR-0981","Target",20.4421909260573,19.2293955955392,20.9210972215749,20.3053613568984,32.2556902754959,29.6831723110809,28.0287034841955,31.1719320724371
"miR-0982","Target",30.0098050429219,31.6054142922513,29.0336059011514,32.6389645018009,21.4163289144567,19.7969302430879,21.1157851151416,19.9215584199929
"miR-0983","Target",21.9873205620685,19.4041762534706,20.1700496459018,18.967973990793,29.9093453610757,29.095685263412,31.7381978784562,29.677086368393
"miR-0984","Target",29.4022539213122,31.1249241029234,28.2686719009044,31.0550838439675,19.288749229134,20.1910683194994,18.6621484498769,20.6204089782325
"miR-0985","Target",20.9678632889499,20.3475484774852,19.335395331062,20.5918858365307,29.7703126547,30.1832669688825,29.5651872899606,32.4354124367628
"miR-0986","Target",28.2380116645031,30.6320208473856,31.9116551285743,29.154459594758,18.2933160916332,18.7805480877437,20.112423812463,21.4170701071551
"miR-0987","Target",20.6797582673493,20.165223728797,18.9883800220628,19.2472549414725,30.0680491778536,30.0679912830699,29.8445889638288,28.1539924198123
"miR-0988","Target",30.2516905448009,29.766442652253,28.4159629870777,28.2620102318855,20.1645248568784,19.0985496153309,18.168853771769,19.9030359837637
"miR-0989","Target",20.4923634545553,21.029039056783,19.0073064415741,19.9652485049962,31.1298167837837,28.5110687137772,31.1420899939491,31.823191510187
"miR-0990","Target",29.2621270511624,29.8647140075021,26.15467983054,28.0171149930944,21.301895606924,17.0894357099953,20.0979401735832,18.9220395140873
"miR-0991","Target",19.7667873369145,19.3814107737665,19.8089570335532,19.8509646658069,30.4346476014659,29.7050870759052,31.1008200301947,28.9458660201545
"miR-0992","Target",29.9501898683255,27.8983383501228,30.4892137008193,30.1476047448058,20.7938153892273,18.6064324222274,19.4567836309878,18.7908031238572
"miR-0993","Target",19.9209829363188,19.1767061564183,19.6986395719633,21.1162713383203,31.8446825917342,28.0686919580394,28.6425009158438,31.1752866324779
"miR-0994","Target",30.0766433230584,29.0105763667959,30.6954465304024,28.8363681548212,19.8553564200866,20.3693785578043,20.7911887688149,20.6772052983887
"miR-0995","Target",20.5471862038613,20.4094957533589,20.971320390801,19.6484788922431,28.9088092419244,30.4120619245975,30.3733579634077,30.9895456512473
"miR-0996","Target",28.9967368086613,30.3513942191141,29.5513551502749,30.6549691382947,21.1397998710975,20.8461939718332,18.9784951592215,19.1299587256704
"miR-0997","Target",19.3880326955244,20.4399685238307,19.2880344489942,20.2102882471492,31.1099856561256,30.5433338182218,31.2482917605018,30.088268755664
"miR-0998","Target",30.2638628708467,29.0169499590678,30.6309070221783,28.2632205754662,18.6445424309489,20.3640154618403,19.0800513312823,20.3723600551176
"miR-0999","Target",18.7034244976157,20.0265878617994,18.3083656121141,20.4741135249053,28.2408343733433,30.2668058737816,30.0104176163711,30.9323896601902
"miR-1000","Target",32.3720647105482,28.2066981444942,29.6385135370647,29.3385899542956,19.3188702200968,18.7106303293196,20.4843670931293,20.2234432770504
"miR-1001","Target",20.5110003952974,21.8079927784151,18.2973850396688,20.2874487588506,29.7308858449915,29.6204752786385,29.3056184562984,29.8064572762105
"miR-1002","Target",30.9368939918149,29.1779289003807,29.689753418825,30.4211603213935,20.4526564073691,21.7483815650593,19.69993846446,19.8234672824727
"miR-1003","Target",18.2179762272668,21.3120154747909,20.7308403433068,20.9923337391469,29.000499945975,31.5237078909786,29.3064908231761,31.5082634107694
"miR-1004","Target",29.9609182659702,30.5779065741283,30.1479448529194,29.1575257470005,19.8391964154668,19.4701752077382,18.9792170356248,19.8580338755214
"miR-1005","Target",19.1128271082882,19.9812105535478,20.183730179476,20.7176689057394,29.1500107683135,30.6740899418263,30.0046543142243,29.6398482242633
"miR-1006","Target",31.1178418963308,30.2472236110574,29.2114494532868,28.7321207717227,20.3413681074916,19.2419877986829,21.8080701119889,20.5447927174689
"miR-1007","Target",17.263325539964,18.9774503216513,18.7542153183323,18.9833580847753,28.3519605248564,30.5211267854874,30.3769475299606,30.4253040108201
"miR-1008","Target",31.1234220425164,29.9646480243465,31.438506423012,28.8720383948556,19.3145924699076,19.2220734767699,19.6221053828351,19.0960823773613
"miR-1009","Target",20.6431477517884,19.8718912238591,21.1109469393458,18.4739593737193,28.468609131635,29.3208331364085,29.1266268613613,28.479015774092
"miR-1010","Target",30.3924810870207,30.6698790815026,31.3184150446416,30.512022708361,20.4313909690148,21.3041552351735,19.6108641093976,20.1276412740488
"miR-1011","Target",20.289348445891,22.3727426318742,20.4300663544448,19.2145123219122,30.4671279835829,28.8539770299383,28.8848728641085,31.2106676883965
"miR-1012","Target",28.8271260575312,28.433433200558,29.5297696060272,29.3673137053392,20.3132503652032,19.7601622231322,22.6464512120056,21.3334015858654
"miR-1013","Target",18.0050715868064,20.3193673984713,19.5886821949736,20.7755149091777,28.9838481453354,29.4800167489403,30.0705883136633,30.4096436322388
"miR-1014","Target",28.3451832737873,29.6073759722852,27.9598663623549,30.5406654546143,19.3346788113148,21.3805200551272,21.1818582760823,19.2182896808638
"miR-1015","Target",20.3521781113714,21.1702227682935,20.462579685822,18.8897223633079,28.0254780635725,30.2452018155142,29.2810760381041,31.3728439172147
"miR-1016","Target",29.1793815894398,30.6504576496862,30.936317356527,30.796136862511,18.3119325158218,18.5269586172766,19.5072006548657,21.042227503231
